Agent Name,Agent Company,Price,Address Line 1,Address Line 2,Bedrooms,Bathrooms,Parking,Floor Space
,N/A,$520.00,"11 Cleary Street,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,N/A
,N/A,$530 per week ($2303 pcm),"4/156 Pigdons Rd,",HIGHTON VIC 3216,2 Beds,2 Baths,1 Parking,N/A
,N/A,$520.00 per week,"4 Hangar Drive,",MOUNT DUNEED VIC 3217,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$670 Parkside living Highspeed unlimited WiFi PetFriendly,"121 109 Manningham St,",PARKVILLE VIC 3052,1 Bed,1 Bath,1 Parking,N/A
$595 - $596 per week,,$595 - $596 per week,"33 Currong Street,",REID ACT 2612,2 Beds,1 Bath,1 Parking,N/A
,N/A,$515.00,"12 Langibanool Avenue Avenue,",HAMLYN HEIGHTS VIC 3215,3 Beds,1 Bath,− Parking,N/A
,N/A,$600 per week,"2/5 Hazel Street,",BELMONT VIC 3216,3 Beds,2 Baths,2 Parking,N/A
,N/A,$400 pw,"2 Buffalo Avenue,",CORIO VIC 3214,3 Beds,1 Bath,3 Parking,N/A
,N/A,$310 weekly,"2/49 Presidents Ave,",OCEAN GROVE VIC 3226,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$495.00 per week,"3 Evans Street,",BELMONT VIC 3216,3 Beds,2 Baths,2 Parking,638m²
,N/A,$490 per week,"11 Cullen Court,",DRYSDALE VIC 3222,4 Beds,1 Bath,2 Parking,770m²
,N/A,$495.00,"2/18 Beaver Street,",OCEAN GROVE VIC 3226,2 Beds,1 Bath,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$185 weekly,"Room 5, 93 Fogarty Ave,",HIGHTON VIC 3216,1 Bed,1 Bath,− Parking,N/A
,N/A,$460 weekly,"60 Kidman Avenue,",BELMONT VIC 3216,3 Beds,1 Bath,1 Parking,N/A
,N/A,$500 per week,"1/43 Summit Avenue,",BELMONT VIC 3216,3 Beds,2 Baths,1 Parking,N/A
,N/A,$580 pw,"29a Minerva Close,",OCEAN GROVE VIC 3226,3 Beds,2 Baths,2 Parking,N/A
,N/A,$530,"62 Madeira Street,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,448m²
,N/A,$480,"149 Vines Road,",HAMLYN HEIGHTS VIC 3215,2 Beds,2 Baths,1 Parking,N/A
,N/A,$660,"24 Waurnvale Drive,",BELMONT VIC 3216,4 Beds,2 Baths,2 Parking,708m²
,N/A,$560.00,"12 Tallinn Street,",BELL PARK VIC 3215,5 Beds,1 Bath,1 Parking,N/A
,N/A,$580.00 per week,"31 Inglenook Circuit,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,N/A
,N/A,$520.00,"75 Pavo Street,",BELMONT VIC 3216,4 Beds,1 Bath,3 Parking,N/A
,N/A,$410 Per Week,"11 Delungra Avenue,",CLIFTON SPRINGS VIC 3222,3 Beds,1 Bath,1 Parking,586m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$295 per week,"3/2A Staverly Road,",HERNE HILL VIC 3218,1 Bed,1 Bath,1 Parking,N/A
,N/A,$480 per week,"120 Greaves Street North,",WERRIBEE VIC 3030,3 Beds,2 Baths,1 Parking,N/A
,N/A,$420.00,"243 Wilsons Road,",WHITTINGTON VIC 3219,3 Beds,1 Bath,1 Parking,N/A
,N/A,$380,"3 Hibiscus Crescent,",NEWCOMB VIC 3219,3 Beds,1 Bath,1 Parking,N/A
,N/A,$440 pw,"1/3 Mack Court,",BELMONT VIC 3216,2 Beds,1 Bath,1 Parking,N/A
,N/A,$375,"12/10 Fitzroy Street,",GEELONG VIC 3220,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$495,"5 Cabernet Court,",WAURN PONDS VIC 3216,3 Beds,2 Baths,2 Parking,N/A
,N/A,$520.00,"6 Orland Circuit,",CHARLEMONT VIC 3217,3 Beds,2 Baths,2 Parking,N/A
,N/A,$560.00,"8/242 Ryrie Street,",GEELONG VIC 3220,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$495.00 per week,"102 Naturaliste Way,",ARMSTRONG CREEK VIC 3217,3 Beds,2 Baths,2 Parking,N/A
,N/A,$400,"2/51 Vistula Avenue,",BELL PARK VIC 3215,2 Beds,1 Bath,2 Parking,N/A
,N/A,$515,"1 Ryong Street,",GROVEDALE VIC 3216,3 Beds,2 Baths,4 Parking,N/A
,N/A,$520.00 per week,"1327 Geelong Road,",MOUNT CLEAR VIC 3350,5 Beds,2 Baths,1 Parking,N/A
,N/A,$510 per week,"207/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,N/A
,N/A,$300,"4/32-34 Donax Road,",CORIO VIC 3214,1 Bed,1 Bath,1 Parking,N/A
,N/A,$450 per week,"Unit 1113/6 Leicester St,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,N/A
,N/A,$570 weekly,"36 Thomson Dr,",BARWON HEADS VIC 3227,3 Beds,2 Baths,2 Parking,N/A
,N/A,$620,"2 Moondara Court,",LEOPOLD VIC 3224,4 Beds,2 Baths,2 Parking,N/A
,N/A,590pw,"53 Eminence Street,",MOUNT DUNEED VIC 3217,4 Beds,2 Baths,2 Parking,446m²
,N/A,$725 per week,"3/462 Como Parade West,",MORDIALLOC VIC 3195,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$595 per week,"3/71-75 Pt Lonsdale Road,",POINT LONSDALE VIC 3225,2 Beds,2 Baths,1 Parking,N/A
,N/A,$670 per week,"37 Golightly Street,",POINT LONSDALE VIC 3225,3 Beds,2 Baths,2 Parking,520m²
,N/A,$500 weekly,"6/10 Grandview Pde,",BARWON HEADS VIC 3227,2 Beds,1 Bath,1 Parking,N/A
,N/A,$495.00,"5 Revival Street,",CHARLEMONT VIC 3217,4 Beds,2 Baths,2 Parking,N/A
,N/A,$250 per week,N/A,WILLIAMSTOWN VIC 3016,6 Beds,3 Baths,− Parking,N/A
,N/A,$450 per week,"2/16 Nott St,",BELMONT VIC 3216,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$520.00 per week,"33 Snedden Street,",ARMSTRONG CREEK VIC 3217,3 Beds,2 Baths,2 Parking,N/A
,N/A,$825 p/w,"11-19 Clarendon Road,",DRYSDALE VIC 3222,"7,987m²",N/A,N/A,N/A
,N/A,$430.00 per week,"55 Solar Drive,",WHITTINGTON VIC 3219,3 Beds,1 Bath,2 Parking,571m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$550 pw,"7 Sherman Court,",LOVELY BANKS VIC 3213,3 Beds,1 Bath,2 Parking,N/A
,N/A,$560.00 per week,"12 Gymea Street,",MOUNT DUNEED VIC 3217,4 Beds,2 Baths,2 Parking,N/A
,N/A,***APPLICATIONS CLOSED - UNDER OFFER***,"24 Bolton Street,",ARMSTRONG CREEK VIC 3217,3 Beds,2 Baths,2 Parking,N/A
,N/A,$520 Per Week,"60 Woodland Street,",LARA VIC 3212,3 Beds,2 Baths,1 Parking,262m²
,N/A,$560.00,"17 Deloraine Street,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,N/A
,N/A,$420.00 per week,"9 Ontario Avenue,",CORIO VIC 3214,3 Beds,1 Bath,1 Parking,N/A
,N/A,$420.00 per week,"7 Ontario Avenue,",CORIO VIC 3214,3 Beds,1 Bath,3 Parking,N/A
,N/A,$520,"3/220 South Valley Road,",HIGHTON VIC 3216,4 Beds,2 Baths,4 Parking,N/A
,N/A,$330,"2/104 Isabella Street,",GEELONG WEST VIC 3218,1 Bed,1 Bath,1 Parking,N/A
,N/A,$320,"3/13 Norwood Street,",HERNE HILL VIC 3218,1 Bed,1 Bath,1 Parking,N/A
,N/A,$470.00 per week,"51 Tranquility Crescent,",ARMSTRONG CREEK VIC 3217,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$700.00,"505/300 Swanston Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,N/A
,N/A,$670 per week,"30 Healey Drive,",EPPING VIC 3076,5 Beds,2 Baths,8 Parking,500m²
,N/A,$950 Per Week,"7/398 Elgar Road,",BOX HILL VIC 3128,4 Beds,4 Baths,1 Parking,N/A
,N/A,$600,"204/150 Great Eastern Highway,",ASCOT WA 6104,1 Bed,1 Bath,1 Parking,N/A
,N/A,$450,"11a/5-13 Oxford Street,",WHITTINGTON VIC 3219,3 Beds,1 Bath,1 Parking,N/A
,N/A,$650 Per Week,"7/2-8 Palmerston Street,",ST JAMES WA 6102,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$580,"29 Oasis Drive,",MOUNT DUNEED VIC 3217,4 Beds,2 Baths,1 Parking,336m²
,N/A,$470.00 per week,"21 Bellarine Hwy,",NEWCOMB VIC 3219,3 Beds,1 Bath,1 Parking,N/A
,N/A,$700 weekly,"3 Timor Cl,",BURWOOD VIC 3125,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$600.00 per week,"62 Bose Street,",MOUNT DUNEED VIC 3217,4 Beds,2 Baths,2 Parking,512m²
,N/A,$780 per week,"5/48 Oxley Rd,",HAWTHORN VIC 3122,3 Beds,2 Baths,2 Parking,N/A
,N/A,$810.00,"47b The Parade,",OCEAN GROVE VIC 3226,3 Beds,2 Baths,2 Parking,N/A
,N/A,$200.00,"Room 1 & 3/14 Resolute Drive,",WAURN PONDS VIC 3216,1 Bed,1 Bath,1 Parking,387m²
,N/A,$340.00 per week,"3/14-16 Hennessy Avenue,",HERNE HILL VIC 3218,1 Bed,1 Bath,− Parking,N/A
,N/A,$575 per week,"41 Hoddle Drive,",LEOPOLD VIC 3224,4 Beds,2 Baths,2 Parking,N/A
,N/A,$410.00 per week,"1/132 Bonnyvale Road,",OCEAN GROVE VIC 3226,2 Beds,1 Bath,1 Parking,N/A
,N/A,$680.00 per week,"15 McLean Street,",TORQUAY VIC 3228,4 Beds,2 Baths,3 Parking,N/A
,N/A,$850,"72 James Cook Drive,",WANDANA HEIGHTS VIC 3216,5 Beds,3 Baths,2 Parking,N/A
,N/A,$355 per week,"239/386 Burwood Highway,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,N/A
,N/A,$400 pw,"2/26 Volum Street,",MANIFOLD HEIGHTS VIC 3218,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$500.00 per week,"164 Sparrovale Road,",CHARLEMONT VIC 3217,3 Beds,2 Baths,2 Parking,N/A
,N/A,$490.00 per week,"16 Bligh Street,",CHARLEMONT VIC 3217,3 Beds,2 Baths,2 Parking,275m²
,N/A,$525.00,"94 Hope Street,",GEELONG WEST VIC 3218,3 Beds,1 Bath,2 Parking,N/A
,N/A,$485,"9-11 Burgess Avenue,",ARMSTRONG CREEK VIC 3217,3 Beds,2 Baths,2 Parking,N/A
,N/A,$560.00,"58 Pavo Street,",BELMONT VIC 3216,3 Beds,2 Baths,1 Parking,N/A
,N/A,$850 weekly,"2004/103 South Wharf Drive,",DOCKLANDS VIC 3008,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$660 per week,"460 Evans Road,",LOVELY BANKS VIC 3213,N/A,N/A,N/A,N/A
,N/A,$450.00 per week,"2/75 Swanston Street,",GEELONG VIC 3220,2 Beds,1 Bath,1 Parking,N/A
,N/A,$620.00,"14 Blue Mallee Drive,",OCEAN GROVE VIC 3226,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$470,"8 Brownlow Court,",LARA VIC 3212,3 Beds,1 Bath,− Parking,507m²
,N/A,$650.00,"23 Ripview Drive,",OCEAN GROVE VIC 3226,4 Beds,2 Baths,2 Parking,N/A
,N/A,$480 weekly,"2/15 Tallis Street,",NORLANE VIC 3214,3 Beds,2 Baths,2 Parking,N/A
,N/A,$400 weekly,"3/15 Tallis Street,",NORLANE VIC 3214,2 Beds,2 Baths,1 Parking,N/A
,N/A,$500 per week,"17/54 Percy Street,",NEWTOWN VIC 3220,2 Beds,1 Bath,1 Parking,N/A
,N/A,$500 per week,"4/2 Pevensey Street,",GEELONG VIC 3220,2 Beds,1 Bath,1 Parking,N/A
,N/A,$500.00,"2/42 Raleigh Road,",MARIBYRNONG VIC 3032,2 Beds,1 Bath,1 Parking,N/A
,N/A,$545.00,"2/92 Darriwill Street,",BELL POST HILL VIC 3215,3 Beds,2 Baths,2 Parking,N/A
,N/A,$650 pw,"2 McLean Street,",TORQUAY VIC 3228,4 Beds,2 Baths,2 Parking,N/A
,N/A,$350,"2/30-32 Atami Crescent,",CORIO VIC 3214,2 Beds,1 Bath,1 Parking,N/A
,N/A,$440.00 per week,"55 Asbury Street West,",OCEAN GROVE VIC 3226,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$300,"5/4-6 Quamby Avenue,",HAMLYN HEIGHTS VIC 3215,1 Bed,1 Bath,1 Parking,N/A
,N/A,$150 weekly,"Room 9, 30 Daly Boulevard,",HIGHTON VIC 3216,1 Bed,1 Bath,1 Parking,N/A
,N/A,$620.00,"39 Floret Drive,",LARA VIC 3212,4 Beds,2 Baths,2 Parking,N/A
,N/A,$550,"21 Fifth Avenue,",ALTONA NORTH VIC 3025,3 Beds,1 Bath,1 Parking,N/A
,N/A,$440.00 per week,"7/1a Azilemot Avenue,",HERNE HILL VIC 3218,2 Beds,1 Bath,2 Parking,N/A
,N/A,$600.00,"12 Chasseles Place,",BANNOCKBURN VIC 3331,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$400.00,"4/2-3 Enbrook Court,",GROVEDALE VIC 3216,2 Beds,1 Bath,1 Parking,N/A
,N/A,650pw,"41 Digby Avenue,",BELMONT VIC 3216,4 Beds,2 Baths,2 Parking,N/A
,N/A,$540,"9 Voyage Circuit,",CORIO VIC 3214,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$470 pw,"149 Separation Street,",BELL PARK VIC 3215,3 Beds,1 Bath,8 Parking,724m²
,N/A,$350 pw,"173 Bellerine Street,",GEELONG VIC 3220,1 Bed,1 Bath,1 Parking,N/A
,N/A,$720.00,"32 Mundy Street,",GEELONG VIC 3220,3 Beds,2 Baths,1 Parking,N/A
,N/A,$390.00,"295 Rhinds Road,",WALLINGTON VIC 3222,1 Bed,1 Bath,1 Parking,N/A
,N/A,$530.00 per week,"43 Vasse Circuit,",MOUNT DUNEED VIC 3217,4 Beds,2 Baths,2 Parking,N/A
,N/A,$480,"7 Landy Ave,",HIGHTON VIC 3216,3 Beds,1 Bath,1 Parking,N/A
,N/A,$390,"37 Wendover Street,",NORLANE VIC 3214,2 Beds,1 Bath,1 Parking,N/A
,N/A,$450 per week,"52 Farmhouse Avenue,",DRYSDALE VIC 3222,4 Beds,2 Baths,2 Parking,N/A
,N/A,$400.00,"1 Yutika Street,",WERRIBEE VIC 3030,2 Beds,1 Bath,1 Parking,N/A
,N/A,$540.00,"107 Fyans Street Street,",SOUTH GEELONG VIC 3220,2 Beds,1 Bath,3 Parking,N/A
,N/A,$510.00 per week,"32 Sundews Crescent,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$490,"61 Gilroy Crescent,",CHARLEMONT VIC 3217,3 Beds,2 Baths,2 Parking,N/A
,N/A,$560,"9 Geelong Crescent,",ST JOHNS PARK NSW 2176,3 Beds,1 Bath,− Parking,N/A
,N/A,$600 weekly,"3/1 Cottesloe Dr,",BARWON HEADS VIC 3227,3 Beds,2 Baths,1 Parking,N/A
,N/A,$560.00,"805/408 Spencer Street,",WEST MELBOURNE VIC 3003,1 Bed,1 Bath,− Parking,N/A
,N/A,$460.00 per week,"1 Peter Street,",BELL POST HILL VIC 3215,3 Beds,1 Bath,2 Parking,N/A
,N/A,$450,"9 Wattle Court,",GROVEDALE VIC 3216,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$600.00,"7 Tunbury Court,",HIGHTON VIC 3216,4 Beds,2 Baths,2 Parking,N/A
,N/A,$500,"3/27-29 Marlo Street,",HAMLYN HEIGHTS VIC 3215,2 Beds,2 Baths,1 Parking,N/A
,N/A,$500.00,"223 Autumn Street,",GEELONG WEST VIC 3218,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$460 weekly,"48 Heyers Rd,",GROVEDALE VIC 3216,3 Beds,2 Baths,1 Parking,N/A
,N/A,$540.00 per week,"110/146 Bellerine Street,",GEELONG VIC 3220,2 Beds,2 Baths,1 Parking,N/A
,N/A,$480 weekly,"13 Tannin Way,",WAURN PONDS VIC 3216,4 Beds,2 Baths,2 Parking,N/A
,N/A,$450 per week,"2/70 Clifton Springs Road,",DRYSDALE VIC 3222,3 Beds,2 Baths,1 Parking,242m²
,N/A,$380,"1 Antrim Court,",CORIO VIC 3214,3 Beds,1 Bath,2 Parking,N/A
,N/A,"$450 per week | $1,955 per calendar month","1/499 Geelong Road,",YARRAVILLE VIC 3013,2 Beds,2 Baths,1 Parking,N/A
,N/A,$750.00 per week,N/A,MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,N/A
,N/A,$500 weekly,"25 Newfields Dr,",DRYSDALE VIC 3222,4 Beds,2 Baths,2 Parking,N/A
,N/A,$540.00,"2 Willow Crescent,",BELL PARK VIC 3215,4 Beds,1 Bath,2 Parking,N/A
,N/A,$500,"10 Casy Grove,",LEOPOLD VIC 3224,3 Beds,2 Baths,2 Parking,N/A
,N/A,$550,"13 Jedda Street,",BELL POST HILL VIC 3215,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$465,"8-10 Foxglove Way,",LARA VIC 3212,3 Beds,2 Baths,2 Parking,N/A
,N/A,$480 per week,"1/18 Jasmine Street,",BELL PARK VIC 3215,3 Beds,1 Bath,1 Parking,N/A
,N/A,$390,"70 Swallow Crescent,",NORLANE VIC 3214,4 Beds,1 Bath,2 Parking,558m²
,N/A,$550,"42 Swanburra Drive,",CHARLEMONT VIC 3217,4 Beds,2 Baths,2 Parking,N/A
,N/A,$430.00,"1406/557-561 Little Lonsdale Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
,N/A,$520 p/w,"15 Kiama Way,",CLIFTON SPRINGS VIC 3222,3 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$345 per week,"117/386 Burwood Highway,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,N/A
,N/A,$590 per week,"32 Golconda Avenue,",FRANKSTON VIC 3199,3 Beds,1 Bath,2 Parking,N/A
,N/A,$470.00 per week,"3 Homestead Drive,",ST ALBANS PARK VIC 3219,3 Beds,1 Bath,3 Parking,643m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$380 per week,"6/406 Lower Heidelberg Road,",EAGLEMONT VIC 3084,1 Bed,1 Bath,1 Parking,100m²
,N/A,$450 per week,"20 Henry Street,",BELMONT VIC 3216,3 Beds,1 Bath,− Parking,N/A
,N/A,$700.00,"35/174 Peel Street,",WINDSOR VIC 3181,2 Beds,2 Baths,1 Parking,N/A
,N/A,$590 per week,"8 Tynong Street,",CROYDON VIC 3136,3 Beds,1 Bath,1 Parking,877m²
,N/A,$360 per week,"4/51 Belle Vue Avenue,",HIGHTON VIC 3216,1 Bed,1 Bath,1 Parking,N/A
,N/A,$590 per week,"1/15 Maurice Street,",HERNE HILL VIC 3218,3 Beds,1 Bath,1 Parking,N/A
,N/A,$600,"9 Bonsey Road,",HIGHTON VIC 3216,4 Beds,2 Baths,− Parking,N/A
,N/A,Under Application,"1/22-24 Grove Road,",BARWON HEADS VIC 3227,3 Beds,2 Baths,1 Parking,N/A
,N/A,$630 per week,"30 Spotted Gum Drive,",LARA VIC 3212,4 Beds,3 Baths,2 Parking,431m²
,N/A,$420 pw,"204 Hope Street,",GEELONG WEST VIC 3218,2 Beds,1 Bath,1 Parking,N/A
,N/A,$550.00,"13-14 Ashwood Close,",OCEAN GROVE VIC 3226,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$480 weekly,"4 Polwarth Crescent,",BELMONT VIC 3216,3 Beds,1 Bath,3 Parking,N/A
,N/A,$740 weekly,"3/12 Elsvern Avenue,",BELMONT VIC 3216,4 Beds,2 Baths,2 Parking,N/A
,N/A,$500,"4 Waugh Street,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
