Agent Name,Agent Company,Price,Address Line 1,Address Line 2,Bedrooms,Bathrooms,Parking,Floor Space
,N/A,$470 per week,"2B Hayward Street,",PENGUIN TAS 7316,2 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$675,"4/92 Nudgee Road,",HAMILTON QLD 4007,2 Beds,2 Baths,1 Parking,N/A
,N/A,$390,"2501/19 Playfield Street,",CHERMSIDE QLD 4032,1 Bed,1 Bath,1 Parking,69m²
,N/A,$800 per week,"3/13 Isted Avenue,",HAMILTON HILL WA 6163,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$560.00,"805/408 Spencer Street,",WEST MELBOURNE VIC 3003,1 Bed,1 Bath,− Parking,N/A
,N/A,$800,"3/100 Jackson Street,",HAMILTON QLD 4007,3 Beds,2 Baths,1 Parking,N/A
,N/A,$650 wk,"50 Timothy Street,",MACLEAY ISLAND QLD 4184,3 Beds,2 Baths,2 Parking,N/A
,N/A,$760 per week,"ID:21140935/1044 Hamilton Road,",MCDOWALL QLD 4053,3 Beds,2 Baths,3 Parking,N/A
,N/A,$750.00 per week,N/A,MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,N/A
,N/A,$900 Per Week,"42 Fowler Street,",HAMILTON SOUTH NSW 2303,4 Beds,3 Baths,1 Parking,N/A
,N/A,$430.00,"1406/557-561 Little Lonsdale Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
,N/A,$345 per week,"117/386 Burwood Highway,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,N/A
,N/A,$570,"ID:21140878/52 Crosby Road,",ALBION QLD 4010,1 Bed,1 Bath,1 Parking,N/A
,N/A,$590 per week,"32 Golconda Avenue,",FRANKSTON VIC 3199,3 Beds,1 Bath,2 Parking,N/A
,N/A,$380 per week,"6/406 Lower Heidelberg Road,",EAGLEMONT VIC 3084,1 Bed,1 Bath,1 Parking,100m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$700.00,"35/174 Peel Street,",WINDSOR VIC 3181,2 Beds,2 Baths,1 Parking,N/A
,N/A,$590 per week,"8 Tynong Street,",CROYDON VIC 3136,3 Beds,1 Bath,1 Parking,877m²
,N/A,$850 per week,"240 Hamilton Road,",SPEARWOOD WA 6163,3 Beds,2 Baths,2 Parking,N/A
,N/A,$500,"4 Waugh Street,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
,N/A,$995,"122A Sussex Street,",EAST VICTORIA PARK WA 6101,4 Beds,2 Baths,2 Parking,N/A
,N/A,$480,"8 Chorley Street,",STRATHTULLOH VIC 3338,4 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$510 per week,"7 Waler Street,",AINTREE VIC 3336,3 Beds,2 Baths,2 Parking,N/A
,N/A,$660 per week River view fully furnished,"unit 904/8 Hunt Street,",HAMILTON QLD 4007,1 Bed,1 Bath,1 Parking,N/A
,N/A,$710 per week River View,"710/8 Hunt Street,",HAMILTON QLD 4007,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$750 per week,"178 Nicholson St,",BRUNSWICK EAST VIC 3057,2 Beds,1 Bath,1 Parking,247m²
,N/A,"$1,300 per week","UNIT 5/7 TOORAK ROAD,",HAMILTON QLD 4007,3 Beds,2 Baths,2 Parking,N/A
,N/A,$680 per week,"10/8 Riversdale Road,",BURSWOOD WA 6100,1 Bed,1 Bath,1 Parking,N/A
,N/A,$750.00 per week,"2/11 South Terrace,",COMO WA 6152,4 Beds,1 Bath,1 Parking,N/A
,N/A,$790.00 per week,"11/118 Broome Street,",COTTESLOE WA 6011,2 Beds,1 Bath,1 Parking,N/A
,N/A,$650 per week (unfurnished),"10/197 Clontarf Road,",HAMILTON HILL WA 6163,2 Beds,1 Bath,1 Parking,N/A
,N/A,$450 weekly,"601/150 Dudley St,",WEST MELBOURNE VIC 3003,− 0 Beds,1 Bath,1 Parking,N/A
,N/A,$450 per week,"58 Broadway,",ELWOOD VIC 3184,1 Bed,1 Bath,− Parking,N/A
,N/A,$650 per week,"512/668 Swanston Street,",CARLTON VIC 3053,1 Bed,1 Bath,1 Parking,N/A
,N/A,REVIEWING APPLICATIONS,"768 Hamilton Road,",CHERMSIDE WEST QLD 4032,3 Beds,1 Bath,2 Parking,600m²
,N/A,$800,"33/24 Hamilton Ave,",SURFERS PARADISE QLD 4217,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$650 Per Week,"2/3 Bellion Drive,",HAMILTON HILL WA 6163,2 Beds,1 Bath,1 Parking,N/A
,N/A,$550,"1/4 Hamilton Street,",SOMERTON PARK SA 5044,2 Beds,1 Bath,− Parking,N/A
,N/A,$300 per wk/per room,"Level Room 2/133 Denison Street,",HAMILTON NSW 2303,1 Bed,1 Bath,− Parking,N/A
,N/A,$650 Per Week,"4 Crawley Court,",VIEWBANK VIC 3084,3 Beds,2 Baths,2 Parking,N/A
,N/A,$420 Per Week,"403/131 Beaumont Street,",HAMILTON NSW 2303,− 0 Beds,1 Bath,− Parking,N/A
,N/A,$490 per week,"37 Sunset Boulevard,",JACANA VIC 3047,3 Beds,1 Bath,− Parking,639m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$750,"77 Hemingway Drive,",ROCKBANK VIC 3335,5 Beds,5 Baths,2 Parking,N/A
,N/A,$640 PER WEEK,"2 Wigan Close,",WOLLERT VIC 3750,4 Beds,2 Baths,4 Parking,N/A
,N/A,$330 Per Week,"1/11 Kerr Street,",MAYFIELD NSW 2304,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$800,"2101/45 Belgrave Street,",BALMORAL QLD 4171,2 Beds,2 Baths,1 Parking,N/A
,N/A,$590 weekly,"107/19 Irving Ave,",BOX HILL VIC 3128,2 Beds,1 Bath,1 Parking,N/A
,N/A,$395 per week,"1/110 Tudor Street,",HAMILTON NSW 2303,1 Bed,1 Bath,− Parking,N/A
,N/A,Under Application - Deposit Taken,"1301/557 Little Lonsdale St,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
,N/A,$630 Per Week,"1/51 Laycock Street,",KILABEN BAY NSW 2283,3 Beds,1 Bath,2 Parking,N/A
,N/A,$580 weekly,"5/59 Tooronga Rd,",MALVERN EAST VIC 3145,2 Beds,1 Bath,1 Parking,"1,091m²"
,N/A,$830,"203/37D Harbour Rd,",HAMILTON QLD 4007,2 Beds,2 Baths,1 Parking,N/A
,N/A,$550 per week,"89 Greta Drive,",HAMILTON VALLEY NSW 2641,4 Beds,2 Baths,2 Parking,N/A
,N/A,$520,"106/501-503 Plenty Road,",PRESTON VIC 3072,2 Beds,2 Baths,1 Parking,N/A
,N/A,$580,"15/163 Hubert Street,",EAST VICTORIA PARK WA 6101,2 Beds,1 Bath,1 Parking,N/A
,N/A,$600 per wk,"ID:3872810/24 Colton Avenue,",LUTWYCHE QLD 4030,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$550,"4 Henderson Drive,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,N/A
,N/A,"$580.00 per week $2,520.00 per month",".20 Kosa Avenue,",SUNSHINE WEST VIC 3020,3 Beds,2 Baths,2 Parking,N/A
,N/A,$1100 PER WEEK,"3507/126 Parkside Circuit,",HAMILTON QLD 4007,3 Beds,2 Baths,2 Parking,N/A
,N/A,$580 per week,"4/14 Dodd Street,",HAMILTON HILL WA 6163,1 Bed,1 Bath,1 Parking,N/A
,N/A,$550 per week,"109a Hamilton Road,",FAIRFIELD NSW 2165,2 Beds,1 Bath,1 Parking,N/A
,N/A,$400 Per Week,"1 Main Street,",NEWRY VIC 3859,3 Beds,1 Bath,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$800 per week,"70 Cobram Drive,",EYNESBURY VIC 3338,5 Beds,3 Baths,2 Parking,N/A
,N/A,$580 pw,"13/10 Teramby Road,",HAMILTON NSW 2303,2 Beds,1 Bath,1 Parking,N/A
,N/A,$750,"3009/37C Harbour Rd HAMILTON,",HAMILTON QLD 4007,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$465 per week,"1/381 Middleborough Road,",BOX HILL VIC 3128,2 Beds,1 Bath,− Parking,N/A
,N/A,$460,"1610/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,N/A
,N/A,"$1,075 weekly","42 Fairview Rd,",MOUNT WAVERLEY VIC 3149,5 Beds,2 Baths,2 Parking,N/A
,N/A,$580pw /$2520pcm,"20 Bent Street,",BUNDOORA VIC 3083,4 Beds,1 Bath,1 Parking,N/A
,N/A,$975 per week,"506/1 Dank Street West,",PORT MELBOURNE VIC 3207,3 Beds,1 Bath,2 Parking,N/A
,N/A,$650 weekly,"79 Ardmillan Rd,",MOONEE PONDS VIC 3039,3 Beds,1 Bath,2 Parking,N/A
,N/A,Under Application - Deposit Taken,"1302/557 Little Lonsdale St,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
,N/A,Under Application,"133 Nelson Rd,",BOX HILL NORTH VIC 3129,3 Beds,1 Bath,2 Parking,N/A
,N/A,$650 PW,"11 Bangalay Place,",POINT COOK VIC 3030,4 Beds,2 Baths,2 Parking,572m²
,N/A,$450,"3/87 Crescent Road,",HAMILTON QLD 4007,1 Bed,1 Bath,1 Parking,60m²
,N/A,$530 per week,"701/6 Leicester Street,",CARLTON VIC 3053,2 Beds,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$500,"9 Kerala Street,",ROCKBANK VIC 3335,4 Beds,2 Baths,1 Parking,N/A
,N/A,$480 per week,"817 18-28 Albert Street,",FOOTSCRAY VIC 3011,2 Beds,1 Bath,1 Parking,N/A
,N/A,"$3,500 per week","28 Janelle Way,",OCEAN GROVE VIC 3226,3 Beds,2 Baths,4 Parking,600m²
,N/A,$510,"46 Bluebottle Parade,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
,N/A,Deposit Taken!,"7/45 Hamilton Road,",FAIRFIELD NSW 2165,2 Beds,1 Bath,1 Parking,N/A
,N/A,$335 per week,"235/386 Burwood Highway,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$570 per week,"2508/31 A'Beckett St,",MELBOURNE VIC 3000,1 Bed,1 Bath,1 Parking,N/A
,N/A,"$1,200 per week","127 LAWSON STREET,",HAMILTON NSW 2303,4 Beds,2 Baths,2 Parking,N/A
,N/A,"$1,300","39 Wade Street,",WAVELL HEIGHTS QLD 4012,4 Beds,2 Baths,− Parking,461m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,"$1,300","37 Wade Street,",WAVELL HEIGHTS QLD 4012,4 Beds,2 Baths,− Parking,461m²
,N/A,$680 pw,"261 Beaumont Street,",HAMILTON SOUTH NSW 2303,4 Beds,1 Bath,2 Parking,N/A
,N/A,$650 pw,"42 Hamilton Street,",FAIRY MEADOW NSW 2519,3 Beds,1 Bath,1 Parking,N/A
,N/A,$550,"15 Westbury Ave,",ROCKBANK VIC 3335,5 Beds,2 Baths,2 Parking,512m²
,N/A,$896 per week,"61 Lawson Street,",HAMILTON NSW 2303,4 Beds,2 Baths,− Parking,N/A
,N/A,Under Application - Deposit Taken,"702/845-851 Whitehorse Rd,",BOX HILL VIC 3128,3 Beds,2 Baths,1 Parking,N/A
,N/A,$750 - Large Warehouse-Style Apartment!,"35/1 Flagstaff Lane,",WEST MELBOURNE VIC 3003,2 Beds,2 Baths,1 Parking,N/A
