Agent Name,Agent Company,Price,Address Line 1,Address Line 2,Bedrooms,Bathrooms,Parking,Floor Space
,N/A,$580,"21 Manchado Street,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,N/A
,N/A,$240,"63 Pintail Drive,",MELTON SOUTH VIC 3338,1 Bed,1 Bath,− Parking,N/A
,N/A,$250,"8 Jacobena Road,",MELTON SOUTH VIC 3338,1 Bed,1 Bath,− Parking,N/A
,N/A,$730 Parkside living Highspeed unlimited WiFi PetFriendly,"224/109 Manningham St,",PARKVILLE VIC 3052,1 Bed,1 Bath,1 Parking,N/A
,N/A,$665 Parkside living Highspeed unlimited WiFi PetFriendly,"225/109 Manningham St,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,N/A
,N/A,$750 per week Parkside living Highspeed unlimited WiFi PetFriendly,"403/109 Manningham St,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,N/A
,N/A,$950 Parkside living Highspeed unlimited WiFi PetFriendly,"607/109 109 Manningham St,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,N/A
,N/A,$670 Parkside living Highspeed unlimited WiFi PetFriendly,"121 109 Manningham St,",PARKVILLE VIC 3052,1 Bed,1 Bath,1 Parking,N/A
$595 - $596 per week,,$595 - $596 per week,"33 Currong Street,",REID ACT 2612,2 Beds,1 Bath,1 Parking,N/A
,N/A,$510 per week,"207/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$450 per week,"Unit 1113/6 Leicester St,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,N/A
,N/A,$725 per week,"3/462 Como Parade West,",MORDIALLOC VIC 3195,2 Beds,2 Baths,1 Parking,N/A
,N/A,$250 per week,N/A,WILLIAMSTOWN VIC 3016,6 Beds,3 Baths,− Parking,N/A
,N/A,$700.00,"505/300 Swanston Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,N/A
,N/A,$670 per week,"30 Healey Drive,",EPPING VIC 3076,5 Beds,2 Baths,8 Parking,500m²
,N/A,$950 Per Week,"7/398 Elgar Road,",BOX HILL VIC 3128,4 Beds,4 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$600,"204/150 Great Eastern Highway,",ASCOT WA 6104,1 Bed,1 Bath,1 Parking,N/A
,N/A,$650 Per Week,"7/2-8 Palmerston Street,",ST JAMES WA 6102,3 Beds,1 Bath,1 Parking,N/A
,N/A,$700 weekly,"3 Timor Cl,",BURWOOD VIC 3125,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$780 per week,"5/48 Oxley Rd,",HAWTHORN VIC 3122,3 Beds,2 Baths,2 Parking,N/A
,N/A,$355 per week,"239/386 Burwood Highway,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,N/A
,N/A,$850 weekly,"2004/103 South Wharf Drive,",DOCKLANDS VIC 3008,2 Beds,2 Baths,1 Parking,N/A
,N/A,$400 weekly,"3/15 Tallis Street,",NORLANE VIC 3214,2 Beds,2 Baths,1 Parking,N/A
,N/A,$500.00,"2/42 Raleigh Road,",MARIBYRNONG VIC 3032,2 Beds,1 Bath,1 Parking,N/A
,N/A,$550,"21 Fifth Avenue,",ALTONA NORTH VIC 3025,3 Beds,1 Bath,1 Parking,N/A
,N/A,$560.00,"805/408 Spencer Street,",WEST MELBOURNE VIC 3003,1 Bed,1 Bath,− Parking,N/A
,N/A,$750.00 per week,N/A,MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,N/A
,N/A,$430.00,"1406/557-561 Little Lonsdale Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
,N/A,$345 per week,"117/386 Burwood Highway,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,N/A
,N/A,$590 per week,"32 Golconda Avenue,",FRANKSTON VIC 3199,3 Beds,1 Bath,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$380 per week,"6/406 Lower Heidelberg Road,",EAGLEMONT VIC 3084,1 Bed,1 Bath,1 Parking,100m²
,N/A,$700.00,"35/174 Peel Street,",WINDSOR VIC 3181,2 Beds,2 Baths,1 Parking,N/A
,N/A,$590 per week,"8 Tynong Street,",CROYDON VIC 3136,3 Beds,1 Bath,1 Parking,877m²
,N/A,$500,"4 Waugh Street,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
,N/A,$995,"122A Sussex Street,",EAST VICTORIA PARK WA 6101,4 Beds,2 Baths,2 Parking,N/A
,N/A,$480,"8 Chorley Street,",STRATHTULLOH VIC 3338,4 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$510 per week,"7 Waler Street,",AINTREE VIC 3336,3 Beds,2 Baths,2 Parking,N/A
,N/A,$370 p/w,"7 Taylor Street,",RUSHWORTH VIC 3612,2 Beds,1 Bath,2 Parking,N/A
,N/A,$750 per week,"178 Nicholson St,",BRUNSWICK EAST VIC 3057,2 Beds,1 Bath,1 Parking,247m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$680 per week,"10/8 Riversdale Road,",BURSWOOD WA 6100,1 Bed,1 Bath,1 Parking,N/A
,N/A,$450 weekly,"601/150 Dudley St,",WEST MELBOURNE VIC 3003,− 0 Beds,1 Bath,1 Parking,N/A
,N/A,$450 per week,"58 Broadway,",ELWOOD VIC 3184,1 Bed,1 Bath,− Parking,N/A
,N/A,$650 per week,"512/668 Swanston Street,",CARLTON VIC 3053,1 Bed,1 Bath,1 Parking,N/A
,N/A,$650 Per Week,"4 Crawley Court,",VIEWBANK VIC 3084,3 Beds,2 Baths,2 Parking,N/A
,N/A,$490 per week,"37 Sunset Boulevard,",JACANA VIC 3047,3 Beds,1 Bath,− Parking,639m²
,N/A,$750,"77 Hemingway Drive,",ROCKBANK VIC 3335,5 Beds,5 Baths,2 Parking,N/A
,N/A,$640 PER WEEK,"2 Wigan Close,",WOLLERT VIC 3750,4 Beds,2 Baths,4 Parking,N/A
,N/A,$590 weekly,"107/19 Irving Ave,",BOX HILL VIC 3128,2 Beds,1 Bath,1 Parking,N/A
,N/A,Under Application - Deposit Taken,"1301/557 Little Lonsdale St,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
,N/A,$580 weekly,"5/59 Tooronga Rd,",MALVERN EAST VIC 3145,2 Beds,1 Bath,1 Parking,"1,091m²"
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$520,"106/501-503 Plenty Road,",PRESTON VIC 3072,2 Beds,2 Baths,1 Parking,N/A
,N/A,$580,"15/163 Hubert Street,",EAST VICTORIA PARK WA 6101,2 Beds,1 Bath,1 Parking,N/A
,N/A,$550,"4 Henderson Drive,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,N/A
,N/A,"$580.00 per week $2,520.00 per month",".20 Kosa Avenue,",SUNSHINE WEST VIC 3020,3 Beds,2 Baths,2 Parking,N/A
,N/A,$800 per week,"70 Cobram Drive,",EYNESBURY VIC 3338,5 Beds,3 Baths,2 Parking,N/A
,N/A,$465 per week,"1/381 Middleborough Road,",BOX HILL VIC 3128,2 Beds,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$460,"1610/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,N/A
,N/A,"$1,075 weekly","42 Fairview Rd,",MOUNT WAVERLEY VIC 3149,5 Beds,2 Baths,2 Parking,N/A
,N/A,$580pw /$2520pcm,"20 Bent Street,",BUNDOORA VIC 3083,4 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$975 per week,"506/1 Dank Street West,",PORT MELBOURNE VIC 3207,3 Beds,1 Bath,2 Parking,N/A
,N/A,$650 weekly,"79 Ardmillan Rd,",MOONEE PONDS VIC 3039,3 Beds,1 Bath,2 Parking,N/A
,N/A,Under Application - Deposit Taken,"1302/557 Little Lonsdale St,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
,N/A,Under Application,"133 Nelson Rd,",BOX HILL NORTH VIC 3129,3 Beds,1 Bath,2 Parking,N/A
,N/A,$650 PW,"11 Bangalay Place,",POINT COOK VIC 3030,4 Beds,2 Baths,2 Parking,572m²
,N/A,$530 per week,"701/6 Leicester Street,",CARLTON VIC 3053,2 Beds,1 Bath,− Parking,N/A
,N/A,$500,"9 Kerala Street,",ROCKBANK VIC 3335,4 Beds,2 Baths,1 Parking,N/A
,N/A,$480 per week,"817 18-28 Albert Street,",FOOTSCRAY VIC 3011,2 Beds,1 Bath,1 Parking,N/A
,N/A,"$3,500 per week","28 Janelle Way,",OCEAN GROVE VIC 3226,3 Beds,2 Baths,4 Parking,600m²
,N/A,$510,"46 Bluebottle Parade,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
,N/A,$335 per week,"235/386 Burwood Highway,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$570 per week,"2508/31 A'Beckett St,",MELBOURNE VIC 3000,1 Bed,1 Bath,1 Parking,N/A
,N/A,$550,"15 Westbury Ave,",ROCKBANK VIC 3335,5 Beds,2 Baths,2 Parking,512m²
,N/A,Under Application - Deposit Taken,"702/845-851 Whitehorse Rd,",BOX HILL VIC 3128,3 Beds,2 Baths,1 Parking,N/A
,N/A,$750 - Large Warehouse-Style Apartment!,"35/1 Flagstaff Lane,",WEST MELBOURNE VIC 3003,2 Beds,2 Baths,1 Parking,N/A
,N/A,$560 weekly,"1006/545 Station St,",BOX HILL VIC 3128,1 Bed,1 Bath,1 Parking,N/A
,N/A,$480,"16 Zoe Street,",ROCKBANK VIC 3335,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$590 per week,"409/2 Hallenstein Street,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,N/A
,N/A,$510 per week,"1 Blande Court,",LARA VIC 3212,3 Beds,2 Baths,2 Parking,N/A
,N/A,Contact Agent,"44/145 Canterbury Road,",TOORAK VIC 3142,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$800.00,"1806/408 Spencer Street,",WEST MELBOURNE VIC 3003,2 Beds,2 Baths,1 Parking,N/A
,N/A,$450,"20 GRAPPENHALL AVENUE,",STRATHTULLOH VIC 3338,4 Beds,2 Baths,2 Parking,N/A
,N/A,$650 weekly,"606/12-14 Nelson Rd,",BOX HILL VIC 3128,2 Beds,2 Baths,1 Parking,N/A
,N/A,335 per week,"130/386 Burwood Highway,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,N/A
,N/A,$600 per week,N/A,LALOR VIC 3075,3 Beds,1 Bath,2 Parking,N/A
,N/A,$595 per week,"32 Victoria,",PRESTON VIC 3072,2 Beds,1 Bath,2 Parking,165m²
,N/A,$550 weekly,"1 Lexton Rd,",BOX HILL NORTH VIC 3129,3 Beds,1 Bath,2 Parking,N/A
,N/A,$395 per week,"17/92 Grey St,",ST KILDA VIC 3182,− 0 Beds,1 Bath,− Parking,30m²
N/A,N/A,$600 pw,"25 Callanish Street,",TRUGANINA VIC 3029,4 Beds,2 Baths,2 Parking,N/A
,N/A,$530 weekly,"8 Wattle St,",BOX HILL NORTH VIC 3129,3 Beds,1 Bath,2 Parking,N/A
,N/A,$325 per week,N/A,PARK ORCHARDS VIC 3114,6 Beds,3 Baths,3 Parking,"4,298m²"
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,"$1,950 per week","112 Harold St,",MIDDLE PARK VIC 3206,4 Beds,3 Baths,2 Parking,N/A
,N/A,"$1,150 weekly","280A Tucker Rd,",ORMOND VIC 3204,4 Beds,3 Baths,2 Parking,N/A
,N/A,$525.00,"206 Gatehouse Place,",MARIBYRNONG VIC 3032,2 Beds,1 Bath,1 Parking,N/A
,N/A,$630 per week,"2712/500 Elizabeth Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,− Parking,N/A
,N/A,$750 per week,N/A,MOUNT WAVERLEY VIC 3149,3 Beds,3 Baths,1 Parking,N/A
,N/A,$620 pw,"15 Leeward Drive,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$580 PER WEEK,"7 Lauradan Way,",WOLLERT VIC 3750,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$510 pw,"41 Holman Crescent,",BACCHUS MARSH VIC 3340,4 Beds,2 Baths,2 Parking,N/A
,N/A,$525,"G11/110 Roberts Street,",WEST FOOTSCRAY VIC 3012,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$550 per week,"11 Carina Court,",POINT COOK VIC 3030,4 Beds,2 Baths,− Parking,N/A
,N/A,$210 weekly,"1/133 Raleigh Road,",MARIBYRNONG VIC 3032,1 Bed,1 Bath,− Parking,N/A
,N/A,$445 per week,"7/1 Fiona Court,",ST KILDA VIC 3182,1 Bed,1 Bath,1 Parking,N/A
,N/A,$800 per week,"1/5 Jaguar Dr,",CLAYTON VIC 3168,4 Beds,3 Baths,2 Parking,N/A
,N/A,$650 per week Unfurnished,"1 Tuckett Street,",ALPHINGTON VIC 3078,3 Beds,1 Bath,2 Parking,N/A
,N/A,$670 per week,"205/8 Sutherland Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,N/A
,N/A,"$450.00 per Week $1,955.00","39 Shillings Road,",MAMBOURIN VIC 3024,3 Beds,2 Baths,2 Parking,N/A
,N/A,$500.00 Per Week,"971a Albany Highway,",EAST VICTORIA PARK WA 6101,1 Bed,1 Bath,2 Parking,N/A
,N/A,"$1,395 per week","21A Peel St,",KEW VIC 3101,4 Beds,3 Baths,2 Parking,380m²
,N/A,"$420 per week $1,825.00","24 Hensbergh Place,",SUNSHINE WEST VIC 3020,1 Bed,1 Bath,1 Parking,N/A
,N/A,$620 PER WEEK,"11 Blunsdon Road,",WOLLERT VIC 3750,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$460.00 Per Week,"21 Nivea Street,",MAMBOURIN VIC 3024,3 Beds,2 Baths,2 Parking,N/A
,N/A,$600,"2 Ranni Place,",BONNIE BROOK VIC 3335,4 Beds,2 Baths,3 Parking,428m²
,N/A,$700 weekly,"9 Glenview Rd,",DONCASTER EAST VIC 3109,3 Beds,2 Baths,2 Parking,N/A
,N/A,$530 per week,"54 SOLITUDE CRESCENT,",POINT COOK VIC 3030,4 Beds,2 Baths,2 Parking,N/A
,N/A,$740.00,"1307/408 Spencer Street,",WEST MELBOURNE VIC 3003,2 Beds,1 Bath,− Parking,N/A
,N/A,$780 per week,"2011/371 Little Lonsdale Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$800.00,"902/408 Spencer Street,",WEST MELBOURNE VIC 3003,2 Beds,2 Baths,− Parking,N/A
,N/A,$650 per week,"1102/555 Swanston Street,",CARLTON VIC 3053,2 Beds,2 Baths,− Parking,N/A
,N/A,$750.00,"309/408 Spencer Street,",WEST MELBOURNE VIC 3003,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$600,"14B Kinlock Avenue,",FERNDALE WA 6148,3 Beds,1 Bath,3 Parking,N/A
,N/A,$520,"22 Driftwood Street,",AINTREE VIC 3336,4 Beds,2 Baths,2 Parking,N/A
,N/A,"$1,550 per week","201/1 Wallace Avenue,",TOORAK VIC 3142,2 Beds,2 Baths,2 Parking,N/A
,N/A,$550,"G11/110 Roberts Street,",WEST FOOTSCRAY VIC 3012,2 Beds,2 Baths,1 Parking,N/A
,N/A,$550 per week,"10/949 Albany Highway,",EAST VICTORIA PARK WA 6101,2 Beds,1 Bath,1 Parking,N/A
,N/A,$585 per week,"10/135 Fitzroy Street,",ST KILDA VIC 3182,2 Beds,1 Bath,1 Parking,N/A
,N/A,$650.00,"1707/408 Spencer Street,",WEST MELBOURNE VIC 3003,2 Beds,1 Bath,− Parking,N/A
,N/A,$640 per week,"20 Teak Street,",CAULFIELD VIC 3162,3 Beds,1 Bath,− Parking,318m²
,N/A,$900.00,"1903/408 Spencer Street,",WEST MELBOURNE VIC 3003,2 Beds,2 Baths,1 Parking,N/A
,N/A,Contact Agent,N/A,FAWKNER VIC 3060,2 Beds,2 Baths,2 Parking,153m²
,N/A,$995 per week,"34 Bird Avenue,",NORTHCOTE VIC 3070,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$660.00,"1104/408 Spencer Street,",WEST MELBOURNE VIC 3003,2 Beds,1 Bath,− Parking,N/A
,N/A,$780,"2609/545 Station Street,",BOX HILL VIC 3128,2 Beds,2 Baths,1 Parking,N/A
,N/A,$600 pw,"12 Clay Crescent,",ROCKBANK VIC 3335,5 Beds,3 Baths,2 Parking,N/A
,N/A,$790.00,"1002/408 Spencer Street,",WEST MELBOURNE VIC 3003,2 Beds,2 Baths,− Parking,N/A
,N/A,$600 per week,N/A,COBURG VIC 3058,2 Beds,1 Bath,− Parking,N/A
,N/A,$600,"30 Mainview Boulevard,",TRUGANINA VIC 3029,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$570 per week Unfurnished Inc. bill,"2/510 Station Street,",BOX HILL VIC 3128,3 Beds,1 Bath,2 Parking,N/A
,N/A,$290 per week,"41 Gillard St,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,N/A
,N/A,$1000 Per Week,"6203/138 Spencer Street,",MELBOURNE VIC 3004,2 Beds,2 Baths,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$720 per week,"2206/639 Lonsdale Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,N/A
,N/A,$440 per week,"230 Gordon St,",FOOTSCRAY VIC 3011,3 Beds,1 Bath,2 Parking,N/A
,N/A,$675 p.w,"23 Liege Avenue,",NOBLE PARK VIC 3174,3 Beds,2 Baths,1 Parking,N/A
,N/A,$650 weekly,"1510/828 Whitehorse Rd,",BOX HILL VIC 3128,2 Beds,2 Baths,1 Parking,N/A
,N/A,$550,"6 Garner Grove,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
,N/A,$510,"19 HARWICH STREET,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
,N/A,$800 weekly,"10 Canara St,",DONCASTER EAST VIC 3109,4 Beds,2 Baths,4 Parking,N/A
,N/A,$550,"11 Jobs Road,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
,N/A,$700 weekly,"503/10 Wominjeka Walk,",WEST MELBOURNE VIC 3003,2 Beds,2 Baths,1 Parking,N/A
,N/A,$510,"9 Delhi Grove,",ROCKBANK VIC 3335,4 Beds,2 Baths,1 Parking,N/A
,N/A,$720 per week,"4912/33 ROSE Lane,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$615 pw,"1 Coopworth Way,",ROCKBANK VIC 3335,4 Beds,3 Baths,2 Parking,N/A
,N/A,$680 pw,"76 McKinley Drive,",TRUGANINA VIC 3029,4 Beds,4 Baths,2 Parking,N/A
,N/A,$520 pw,"28 Tamworth Drive,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
,N/A,Contact Agent,N/A,FAWKNER VIC 3060,4 Beds,2 Baths,− Parking,220m²
,N/A,$480 pw,"42 Sedate Drive,",ROCKBANK VIC 3335,3 Beds,2 Baths,2 Parking,N/A
,N/A,$500 pw,"23 Delhi Grove,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$500 Per Week,"2007/288 Spencer Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
,N/A,$640 per week,"1/84 Broadway,",ELWOOD VIC 3184,2 Beds,1 Bath,− Parking,N/A
,N/A,"$1,100 per week","3/7A Osburn Ave,",BALWYN NORTH VIC 3104,4 Beds,3 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$600.00,"108/408 Spencer Street,",WEST MELBOURNE VIC 3003,1 Bed,1 Bath,− Parking,N/A
,N/A,$950 per week,"3 Marmara,",ELSTERNWICK VIC 3185,3 Beds,1 Bath,3 Parking,N/A
,N/A,$690 per week,"81 Bent Street,",MOONEE PONDS VIC 3039,2 Beds,1 Bath,3 Parking,N/A
,N/A,$290 per week,"95 Carinish Road,",CLAYTON VIC 3168,− 0 Beds,1 Bath,− Parking,N/A
,N/A,Contact Agent,"892 Hampton st,",BRIGHTON VIC 3186,3 Beds,1 Bath,3 Parking,659m²
,N/A,$55 Per Week,"200 Spencer Street,",MELBOURNE VIC 3004,− 0 Beds,− 0 Baths,1 Parking,N/A
,N/A,$550 per week,"8/380 Inkerman Street,",ST KILDA VIC 3182,1 Bed,1 Bath,1 Parking,N/A
,N/A,$630 per week,"10 Alfred Street,",BEAUMARIS VIC 3193,3 Beds,1 Bath,1 Parking,N/A
,N/A,Contact Agent,"290 Maribyrnong Road,",MOONEE PONDS VIC 3039,4 Beds,1 Bath,− Parking,N/A
,N/A,Contact Agent,N/A,FAWKNER VIC 3060,2 Beds,2 Baths,2 Parking,N/A
,N/A,$580,"1/50 Elder Street,",WATSONIA VIC 3087,3 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$650 Per Week,"706/218 A'Beckett Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,N/A
,N/A,$240,"Berth 30/84A River Esplanade,",DOCKLANDS VIC 3008,1 Bed,1 Bath,1 Parking,50m²
,N/A,Under Application,"6/8 Parring Rd,",BALWYN VIC 3103,2 Beds,1 Bath,2 Parking,N/A
,N/A,$65 pw,"539 St Kilda Road,",MELBOURNE VIC 3004,− 0 Beds,1 Bath,1 Parking,N/A
,N/A,$240 per month,"Car Space/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,1 Parking,N/A
,N/A,$480 P/W,"1 Bed 1 Bath/34 Cowper Street,",FOOTSCRAY VIC 3011,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,Available Now - $600 P/W,"2 Bed 2 Bath/34 Cowper Street,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,− Parking,N/A
N/A,N/A,$560 per week,"33 Currong Street South,",REID ACT 2612,2 Beds,1 Bath,1 Parking,"2,497m²"
N/A,N/A,$2167 calendar month,"1 Gardner Court,",MOAMA NSW 2731,3 Beds,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,$800.00,"6 Hawkins Road,",MONTROSE VIC 3765,5 Beds,2 Baths,− Parking,N/A
N/A,N/A,$550/w & Furnished Available Now,"4502/80 A'Beckett Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,$595,"804/333 Exhibition Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,$550,"76 Ogilvie Avenue,",ECHUCA VIC 3564,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$2102 calendar month,"3/21a Kinsey Street,",MOAMA NSW 2731,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$550 per week,"18 Milos Court,",FRASER RISE VIC 3336,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$450,"10 Mccoy Street,",OMEO VIC 3898,3 Beds,1 Bath,3 Parking,N/A
N/A,N/A,$925/week,"2512/138 Spencer Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,N/A
N/A,N/A,$380 per week,"2/152 Fenaughty Street,",KYABRAM VIC 3620,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$570 weekly,"1501/63 Haig St,",SOUTHBANK VIC 3006,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$400 per week,"213/80 Cheltenham Road,",DANDENONG VIC 3175,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,$560 weekly,"3 Golden Grove,",GLEN WAVERLEY VIC 3150,4 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$600 PER WEEK,"19 Hurkett St,,",MICKLEHAM VIC 3064,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$400 per week,"2/24 Saunders Street,",KYABRAM VIC 3620,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$500,"20 Cromwell Road,",WERRIBEE VIC 3030,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$420,"1/7 Regan Street,",ST ALBANS VIC 3021,1 Bed,1 Bath,1 Parking,N/A
