Agent Name,Agent Company,Price,Address Line 1,Address Line 2,Bedrooms,Bathrooms,Parking,Floor Space
Kim Te,Motion Property,$590 per week,"1002/1 Joseph Road,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,N/A
Evelyne Surja,Kay & Burton Stonnington,$1695 Per Week,"2 Rathmines Street,",TOORAK VIC 3142,3 Beds,2 Baths,2 Parking,N/A
Certainty  Property Vic,Certainty Property,$250,"17 Oakhill Terrace,",CHURCHILL VIC 3842,1 Bed,1 Bath,1 Parking,N/A
Dylan Archer-Jeffrey,N/A,$460 Per Week,"1305a Dana Street,",BALLARAT CENTRAL VIC 3350,3 Beds,2 Baths,2 Parking,N/A
Shane Kozaris,N/A,$380.00 per week,"3/208 Landsborough Street,",BALLARAT NORTH VIC 3350,2 Beds,1 Bath,1 Parking,N/A
Dylan Archer-Jeffrey,N/A,$360.00 per week,"108 Barkly Street,",BAKERY HILL VIC 3350,3 Beds,1 Bath,4 Parking,N/A
Dylan Archer-Jeffrey,N/A,$450 Per Week,"421 Sherrard Street,",BLACK HILL VIC 3350,4 Beds,3 Baths,2 Parking,N/A
Casey Blaine,N/A,FULLY FURNISHED - $420 PER WEEK,"5/8 Dale St,",KENNINGTON VIC 3550,1 Bed,1 Bath,1 Parking,N/A
Shane Kozaris,N/A,$625.00 per week,"5 Hugo Place,",BROWN HILL VIC 3350,4 Beds,2 Baths,2 Parking,N/A
,N/A,$580,"21 Manchado Street,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,N/A
,N/A,$650 weekly,"132 Cornwall Road,",SUNSHINE VIC 3020,5 Beds,2 Baths,3 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$460 per week ($1999pcm),"31 Linkage St,",BONSHAW VIC 3352,4 Beds,2 Baths,2 Parking,N/A
,N/A,$240,"63 Pintail Drive,",MELTON SOUTH VIC 3338,1 Bed,1 Bath,− Parking,N/A
,N/A,$250,"8 Jacobena Road,",MELTON SOUTH VIC 3338,1 Bed,1 Bath,− Parking,N/A
,N/A,$730 Parkside living Highspeed unlimited WiFi PetFriendly,"224/109 Manningham St,",PARKVILLE VIC 3052,1 Bed,1 Bath,1 Parking,N/A
,N/A,$450 per week ($1955 pcm),"6 Fantail Street,",DELACOMBE VIC 3356,4 Beds,2 Baths,2 Parking,N/A
,N/A,$650 per week,"3/107 Ballarat Road,",MAIDSTONE VIC 3012,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$665 Parkside living Highspeed unlimited WiFi PetFriendly,"225/109 Manningham St,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,N/A
,N/A,$750 per week Parkside living Highspeed unlimited WiFi PetFriendly,"403/109 Manningham St,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,N/A
,N/A,$950 Parkside living Highspeed unlimited WiFi PetFriendly,"607/109 109 Manningham St,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$670 Parkside living Highspeed unlimited WiFi PetFriendly,"121 109 Manningham St,",PARKVILLE VIC 3052,1 Bed,1 Bath,1 Parking,N/A
$595 - $596 per week,,$595 - $596 per week,"33 Currong Street,",REID ACT 2612,2 Beds,1 Bath,1 Parking,N/A
,N/A,$390.00 per week,"73 McNulty Drive,",WENDOUREE VIC 3355,3 Beds,2 Baths,2 Parking,N/A
,N/A,$800 weekly,"1A Elliott St,",LAKE WENDOUREE VIC 3350,5 Beds,3 Baths,2 Parking,N/A
,N/A,$330.00,"23 Queen Street,",SEBASTOPOL VIC 3356,2 Beds,1 Bath,1 Parking,N/A
,N/A,$340 weekly,"2/205 Ripon St S,",BALLARAT CENTRAL VIC 3350,2 Beds,1 Bath,1 Parking,N/A
,N/A,$360 weekly,"19 Rowe St,",BALLARAT EAST VIC 3350,3 Beds,1 Bath,1 Parking,N/A
,N/A,$420 p.w.,"302 Barkly Street,",BUNINYONG VIC 3357,5 Beds,2 Baths,− Parking,N/A
,N/A,$430 weekly,"1/27a Water St,",BROWN HILL VIC 3350,3 Beds,2 Baths,1 Parking,N/A
,N/A,$460.00,"9 Cartledge Avenue,",MOUNT CLEAR VIC 3350,4 Beds,2 Baths,2 Parking,N/A
,N/A,$415 p.w.,"9 Florence Court,",BROWN HILL VIC 3350,3 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$390 pw,"10 Mimosa Avenue,",ALFREDTON VIC 3350,3 Beds,1 Bath,− Parking,N/A
,N/A,$430 weekly,"1 Clayton Park Dr,",CANADIAN VIC 3350,3 Beds,1 Bath,2 Parking,N/A
,N/A,$420 p.w.,"8 Linden Avenue,",WENDOUREE VIC 3355,3 Beds,1 Bath,2 Parking,N/A
,N/A,$420 weekly,"104 Duggan St,",BLACK HILL VIC 3350,3 Beds,2 Baths,1 Parking,N/A
,N/A,$470 pw,"86 Gracefield Road,",BROWN HILL VIC 3350,4 Beds,2 Baths,2 Parking,N/A
,N/A,$520.00 per week,"1327 Geelong Road,",MOUNT CLEAR VIC 3350,5 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$510 per week,"207/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,N/A
,N/A,$450 per week,"Unit 1113/6 Leicester St,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,N/A
,N/A,$530 Per Week,"51 Messenger Parade,",LUCAS VIC 3350,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$400.00 per week,"15 Bala Street,",SEBASTOPOL VIC 3356,3 Beds,1 Bath,4 Parking,637m²
,N/A,$620.00,"1A Walker Street,",BLACK HILL VIC 3350,3 Beds,2 Baths,2 Parking,N/A
,N/A,$725 per week,"3/462 Como Parade West,",MORDIALLOC VIC 3195,2 Beds,2 Baths,1 Parking,N/A
,N/A,$410.00 per week,"43 Inkerman Street,",MARYBOROUGH VIC 3465,4 Beds,1 Bath,1 Parking,N/A
,N/A,$250 per week,N/A,WILLIAMSTOWN VIC 3016,6 Beds,3 Baths,− Parking,N/A
,N/A,$520 per week,"206 Pleasant Street,",NEWINGTON VIC 3350,3 Beds,2 Baths,1 Parking,N/A
,N/A,$375 weekly,"202 Richards St,",BALLARAT EAST VIC 3350,3 Beds,1 Bath,2 Parking,N/A
,N/A,$380 weekly,"2/511 Drummond St Sth,",REDAN VIC 3350,2 Beds,1 Bath,1 Parking,N/A
,N/A,$700.00,"505/300 Swanston Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,N/A
,N/A,$670 per week,"30 Healey Drive,",EPPING VIC 3076,5 Beds,2 Baths,8 Parking,500m²
,N/A,$950 Per Week,"7/398 Elgar Road,",BOX HILL VIC 3128,4 Beds,4 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$600,"204/150 Great Eastern Highway,",ASCOT WA 6104,1 Bed,1 Bath,1 Parking,N/A
,N/A,$650 Per Week,"7/2-8 Palmerston Street,",ST JAMES WA 6102,3 Beds,1 Bath,1 Parking,N/A
,N/A,$380 weekly,"30 Greenhalghs Rd,",DELACOMBE VIC 3356,3 Beds,1 Bath,1 Parking,N/A
,N/A,$700 weekly,"3 Timor Cl,",BURWOOD VIC 3125,3 Beds,2 Baths,2 Parking,N/A
,N/A,$345.00,"18/1 Mahers Road,",WARRENHEIP VIC 3352,2 Beds,2 Baths,1 Parking,N/A
,N/A,$780 per week,"5/48 Oxley Rd,",HAWTHORN VIC 3122,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$410.00,"20 Whidburn Place,",SEBASTOPOL VIC 3356,4 Beds,2 Baths,2 Parking,N/A
,N/A,$450.00 per week,"90 Dyson Drive,",LUCAS VIC 3350,4 Beds,2 Baths,2 Parking,448m²
,N/A,$420 p.w.,"121 Warrina Drive,",DELACOMBE VIC 3356,3 Beds,2 Baths,4 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$355 per week,"239/386 Burwood Highway,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,N/A
,N/A,$360.00 per week,"338 Albert Street,",SEBASTOPOL VIC 3356,3 Beds,1 Bath,2 Parking,N/A
,N/A,$350.00,"69 Marigold Street,",WENDOUREE VIC 3355,3 Beds,1 Bath,1 Parking,N/A
,N/A,$440,"15 Parkmead Way,",ALFREDTON VIC 3350,4 Beds,2 Baths,2 Parking,635m²
,N/A,$470.00,"38 Honour Avenue,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,N/A
,N/A,$850 weekly,"2004/103 South Wharf Drive,",DOCKLANDS VIC 3008,2 Beds,2 Baths,1 Parking,N/A
,N/A,$435.00,"69 Sundance Boulevard,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,N/A
,N/A,$470.00,"18 Millbrook Road,",BONSHAW VIC 3352,4 Beds,2 Baths,2 Parking,N/A
,N/A,$380.00,"20 Kinnane Court,",BALLARAT NORTH VIC 3350,3 Beds,2 Baths,2 Parking,N/A
,N/A,$400 weekly,"3/15 Tallis Street,",NORLANE VIC 3214,2 Beds,2 Baths,1 Parking,N/A
,N/A,$380.00 per week,"4/905 Lydiard Street North,",BALLARAT NORTH VIC 3350,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$400.00 per week,"5 Cuthberts Road,",ALFREDTON VIC 3350,3 Beds,1 Bath,1 Parking,N/A
,N/A,$450.00 per week,"85 Presentation Boulevard,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,318m²
,N/A,$360.00 per week,"719 La Trobe Street,",REDAN VIC 3350,2 Beds,1 Bath,1 Parking,252m²
,N/A,$500.00,"2/42 Raleigh Road,",MARIBYRNONG VIC 3032,2 Beds,1 Bath,1 Parking,N/A
,N/A,$380.00,"11 Aquila Court,",BALLARAT NORTH VIC 3350,3 Beds,1 Bath,1 Parking,N/A
,N/A,$470.00,"12 Carbine Drive,",ALFREDTON VIC 3350,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$350 p.w.,"611 Barkly Street,",GOLDEN POINT VIC 3350,2 Beds,1 Bath,1 Parking,N/A
,N/A,$330 pw,"2/222 Peel Street North,",BALLARAT EAST VIC 3350,2 Beds,1 Bath,1 Parking,N/A
,N/A,$550,"21 Fifth Avenue,",ALTONA NORTH VIC 3025,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$450 pw,"12 Daimler Drive,",SMYTHES CREEK VIC 3351,4 Beds,2 Baths,2 Parking,N/A
,N/A,$350 per week,"1 Clarke Street,",ARARAT VIC 3377,3 Beds,1 Bath,1 Parking,N/A
,N/A,$430.00,"39 Wedge Tail Drive,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,N/A
,N/A,$440.00,"50 Cumberland Boulevard,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,N/A
,N/A,$460.00,"73 Sundance Boulevard,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,N/A
,N/A,$390.00,"23 Nelson Street,",SEBASTOPOL VIC 3356,3 Beds,1 Bath,2 Parking,N/A
,N/A,$375.00,"1/12 Edwards Street,",SEBASTOPOL VIC 3356,3 Beds,1 Bath,2 Parking,N/A
,N/A,$500 p.w.,"11 Marion Street,",BONSHAW VIC 3352,4 Beds,2 Baths,2 Parking,N/A
,N/A,$480 p.w.,"4 Prophecy Road,",BONSHAW VIC 3352,4 Beds,2 Baths,2 Parking,N/A
,N/A,$360,"330 Armstrong Street North,",SOLDIERS HILL VIC 3350,2 Beds,1 Bath,− Parking,N/A
,N/A,$500.00,"7 Jemacra Place,",MOUNT CLEAR VIC 3350,5 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$350 weekly,"1/23 Canterbury St,",BROWN HILL VIC 3350,2 Beds,1 Bath,1 Parking,N/A
,N/A,$410.00,"117B Adair Street,",REDAN VIC 3350,3 Beds,1 Bath,1 Parking,N/A
,N/A,$350 p.w.,"2/114 Mansfield Avenue,",MOUNT CLEAR VIC 3350,2 Beds,1 Bath,1 Parking,N/A
,N/A,$380.00 per week,"1/118 Birdwood Avenue,",SEBASTOPOL VIC 3356,2 Beds,1 Bath,1 Parking,190m²
,N/A,$560.00,"805/408 Spencer Street,",WEST MELBOURNE VIC 3003,1 Bed,1 Bath,− Parking,N/A
,N/A,$650 pw,"9 Cinnamon Drive,",LAKE GARDENS VIC 3355,4 Beds,2 Baths,2 Parking,457m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$ 440 pw,"84 Steamboat Avenue,",WINTER VALLEY VIC 3358,3 Beds,2 Baths,2 Parking,N/A
,N/A,$440 weekly,"102 Brittain St,",MOUNT PLEASANT VIC 3350,3 Beds,1 Bath,3 Parking,N/A
,N/A,$ 460 pw,"80 Steamboat Avenue,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$750.00 per week,N/A,MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,N/A
,N/A,$650 pw,"9 Elliott Court,",BURNSIDE VIC 3023,4 Beds,2 Baths,2 Parking,N/A
,N/A,$ 475 pw,"52 Steamboat Avenue,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,N/A
,N/A,$420.00 per week,"5 Grace Street,",MARYBOROUGH VIC 3465,3 Beds,2 Baths,2 Parking,N/A
,N/A,$450 p.w.,"1 Whidburn Place,",SEBASTOPOL VIC 3356,3 Beds,2 Baths,2 Parking,N/A
,N/A,$480.00 per week,"21 Goddard Street,",LUCAS VIC 3350,4 Beds,2 Baths,2 Parking,N/A
,N/A,$430.00,"1406/557-561 Little Lonsdale Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
,N/A,$410.00 per week,"21 Carbine Drive,",ALFREDTON VIC 3350,3 Beds,2 Baths,2 Parking,360m²
,N/A,$345 per week,"117/386 Burwood Highway,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,N/A
,N/A,$480.00,"509 Dana Street,",BALLARAT CENTRAL VIC 3350,3 Beds,2 Baths,2 Parking,N/A
,N/A,$590 per week,"32 Golconda Avenue,",FRANKSTON VIC 3199,3 Beds,1 Bath,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$620 per week,"862A Ballarat Road,",DEER PARK VIC 3023,4 Beds,3 Baths,2 Parking,N/A
,N/A,$550.00,"106/18-22 Wendouree Parade,",LAKE WENDOUREE VIC 3350,3 Beds,2 Baths,2 Parking,N/A
,N/A,$390 p.w.,"4/412A Wilson Street,",BALLARAT EAST VIC 3350,3 Beds,1 Bath,1 Parking,N/A
,N/A,$380 per week,"6/406 Lower Heidelberg Road,",EAGLEMONT VIC 3084,1 Bed,1 Bath,1 Parking,100m²
,N/A,$460.00 per week,"65 Presentation Boulevard,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,N/A
,N/A,$700.00,"35/174 Peel Street,",WINDSOR VIC 3181,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$590 per week,"8 Tynong Street,",CROYDON VIC 3136,3 Beds,1 Bath,1 Parking,877m²
,N/A,$600.00,"233 Nerrina Road,",NERRINA VIC 3350,5 Beds,2 Baths,2 Parking,N/A
,N/A,$610.00,"66 Masada Boulevard,",SMYTHES CREEK VIC 3351,3 Beds,2 Baths,6 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$550.00,"31 Martland Street,",LUCAS VIC 3350,4 Beds,3 Baths,2 Parking,N/A
,N/A,$475.00,"16 St Michaels Place,",LAKE GARDENS VIC 3355,3 Beds,2 Baths,2 Parking,N/A
,N/A,$500 pw,"402 Ripon Street,",BALLARAT CENTRAL VIC 3350,3 Beds,2 Baths,2 Parking,N/A
,N/A,$380 pw,"4/4 Wood Street,",SOLDIERS HILL VIC 3350,2 Beds,1 Bath,1 Parking,N/A
,N/A,$470.00,"17 Leitrim Street,",ALFREDTON VIC 3350,4 Beds,2 Baths,2 Parking,N/A
,N/A,$400 weekly,"10 Eddy St,",GOLDEN POINT VIC 3350,3 Beds,1 Bath,1 Parking,559m²
,N/A,$350 per week,"1 Domain Gardens,",SEBASTOPOL VIC 3356,2 Beds,1 Bath,1 Parking,N/A
,N/A,$500,"4 Waugh Street,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
,N/A,$380 per week,"11 Monash Place,",CANADIAN VIC 3350,2 Beds,2 Baths,1 Parking,N/A
,N/A,$995,"122A Sussex Street,",EAST VICTORIA PARK WA 6101,4 Beds,2 Baths,2 Parking,N/A
,N/A,$465.00,"7 Bella Terrace,",BAKERY HILL VIC 3350,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$420.00 per week,"14 Mauger Street,",WENDOUREE VIC 3355,3 Beds,2 Baths,2 Parking,N/A
,N/A,$475.00 per week,"11 Mullingar Drive,",ALFREDTON VIC 3350,4 Beds,2 Baths,2 Parking,N/A
,N/A,$300.00,"2/606 Lydiard St North,",SOLDIERS HILL VIC 3350,2 Beds,1 Bath,1 Parking,N/A
,N/A,$355.00 per week,"316/133 Droop Street,",FOOTSCRAY VIC 3011,1 Bed,1 Bath,− Parking,N/A
,N/A,$380.00,"2 Ivanhoe Street,",WENDOUREE VIC 3355,3 Beds,1 Bath,1 Parking,N/A
,N/A,$630 per week,"52 Ballarat Street,",YARRAVILLE VIC 3013,2 Beds,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$600 per week,"6 Athena Way,",STRATHFIELDSAYE VIC 3551,5 Beds,2 Baths,2 Parking,N/A
,N/A,$440.00,"61 Steamboat Avenue,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,N/A
,N/A,$490 Per Week,"933 Ballarat Road,",DEER PARK VIC 3023,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$480,"8 Chorley Street,",STRATHTULLOH VIC 3338,4 Beds,2 Baths,1 Parking,N/A
,N/A,$510 per week,"7 Waler Street,",AINTREE VIC 3336,3 Beds,2 Baths,2 Parking,N/A
,N/A,$300.00 per week,"11/901 Gregory Street,",LAKE WENDOUREE VIC 3350,2 Beds,1 Bath,1 Parking,N/A
,N/A,$750 per week,"178 Nicholson St,",BRUNSWICK EAST VIC 3057,2 Beds,1 Bath,1 Parking,247m²
,N/A,$800.00 per week,"5 Lythgo Court,",CARDIGAN VIC 3352,4 Beds,2 Baths,6 Parking,"2,000m²"
,N/A,$680 per week,"10/8 Riversdale Road,",BURSWOOD WA 6100,1 Bed,1 Bath,1 Parking,N/A
,N/A,$500 pw,"21 Merino Drive,",ALFREDTON VIC 3350,4 Beds,2 Baths,2 Parking,N/A
,N/A,$450.00,"310 Skipton Street,",BALLARAT CENTRAL VIC 3350,3 Beds,2 Baths,1 Parking,N/A
,N/A,$450 weekly,"601/150 Dudley St,",WEST MELBOURNE VIC 3003,− 0 Beds,1 Bath,1 Parking,N/A
,N/A,$480pw/ $2085pcm,"2/22 Summerhill Road,",FOOTSCRAY VIC 3011,2 Beds,1 Bath,1 Parking,N/A
,N/A,$420.00 per week,"195-197 Howe Street,",MINERS REST VIC 3352,3 Beds,1 Bath,6 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$360 pw,"2/716 Gregory Street,",SOLDIERS HILL VIC 3350,2 Beds,2 Baths,1 Parking,N/A
,N/A,$430.00 per week,"21 Eucalyptus Court,",BEAUFORT VIC 3373,3 Beds,2 Baths,2 Parking,N/A
,N/A,$800.00,"3 Evergreen Drive,",ALFREDTON VIC 3350,5 Beds,3 Baths,2 Parking,N/A
,N/A,$400 weekly,"324 Lyons Street South,",BALLARAT CENTRAL VIC 3350,4 Beds,1 Bath,1 Parking,293m²
,N/A,$450 per week,"58 Broadway,",ELWOOD VIC 3184,1 Bed,1 Bath,− Parking,N/A
,N/A,$480 pw,"11 Millbrook Road,",BONSHAW VIC 3352,4 Beds,2 Baths,2 Parking,496m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$340.00 per week,"1 Pozieres Place,",SEBASTOPOL VIC 3356,2 Beds,2 Baths,1 Parking,221m²
,N/A,$290.00 Per room,"8 Warbler Court,",WINTER VALLEY VIC 3358,3 Beds,3 Baths,2 Parking,N/A
,N/A,$370 per week,"12 YARRA PARK DRIVE,",SEBASTOPOL VIC 3356,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$360.00 per week,"1/808 Humffray Street South,",MOUNT PLEASANT VIC 3350,2 Beds,1 Bath,1 Parking,N/A
,N/A,$650 per week,"512/668 Swanston Street,",CARLTON VIC 3053,1 Bed,1 Bath,1 Parking,N/A
,N/A,$800.00 per week,"71 Primes Court,",BALLIANG VIC 3340,17ha,N/A,N/A,N/A
,N/A,$400,"106 Daylesford Road,",BROWN HILL VIC 3350,3 Beds,1 Bath,2 Parking,N/A
,N/A,$450.00,"815 Doveton St North,",SOLDIERS HILL VIC 3350,3 Beds,2 Baths,1 Parking,N/A
,N/A,$320.00,"4/222 Drummond St South,",BALLARAT CENTRAL VIC 3350,1 Bed,1 Bath,− Parking,N/A
,N/A,$430.00 per week,"62 Yarrowee Street,",SEBASTOPOL VIC 3356,4 Beds,2 Baths,4 Parking,713m²
,N/A,$460 pw,"60 Snowbird Road,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,N/A
,N/A,$410.00 Per week,"923A Geelong Road,",CANADIAN VIC 3350,3 Beds,2 Baths,2 Parking,N/A
,N/A,$500 pw,"12 Cassowary Way,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,N/A
,N/A,$470 Per Week,"12 Beartooth Drive,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,504m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$490 pw,"33 Walters Way,",ALFREDTON VIC 3350,4 Beds,2 Baths,2 Parking,N/A
,N/A,$480 p.w.,"4 Parbury Avenue,",LAKE GARDENS VIC 3355,4 Beds,2 Baths,2 Parking,N/A
,N/A,$420 pw,"16 Lal Lal Street,",GOLDEN POINT VIC 3350,3 Beds,1 Bath,2 Parking,N/A
,N/A,$450 p.w.,"9 Latitude Court,",BALLARAT EAST VIC 3350,3 Beds,1 Bath,2 Parking,N/A
,N/A,$650 Per Week,"4 Crawley Court,",VIEWBANK VIC 3084,3 Beds,2 Baths,2 Parking,N/A
,N/A,$490 per week,"37 Sunset Boulevard,",JACANA VIC 3047,3 Beds,1 Bath,− Parking,639m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$750,"77 Hemingway Drive,",ROCKBANK VIC 3335,5 Beds,5 Baths,2 Parking,N/A
,N/A,$470 weekly,"15 Overall St,",LUCAS VIC 3350,4 Beds,2 Baths,2 Parking,392m²
,N/A,$640 PER WEEK,"2 Wigan Close,",WOLLERT VIC 3750,4 Beds,2 Baths,4 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$510.00,"170 McDonalds Road,",CLUNES VIC 3370,4 Beds,2 Baths,4 Parking,N/A
,N/A,$325 weekly,"4/1110 Howitt Street,",WENDOUREE VIC 3355,2 Beds,1 Bath,1 Parking,N/A
,N/A,$430.00 per week,"186 Majestic Way,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,N/A
,N/A,$300.00,"3 Duke Street,",NEWINGTON VIC 3350,2 Beds,1 Bath,− Parking,N/A
,N/A,$590 weekly,"107/19 Irving Ave,",BOX HILL VIC 3128,2 Beds,1 Bath,1 Parking,N/A
,N/A,Under Application - Deposit Taken,"1301/557 Little Lonsdale St,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
,N/A,$580 weekly,"5/59 Tooronga Rd,",MALVERN EAST VIC 3145,2 Beds,1 Bath,1 Parking,"1,091m²"
,N/A,$460 Per Week,"3 Electro Street,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,406m²
,N/A,$460 Per Week,"7 Electro Street,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,406m²
,N/A,$750.00 Per Week - Including Gardener and Cleaning,"193 Mount Buninyong Road,",BUNINYONG VIC 3357,3 Beds,2 Baths,8 Parking,N/A
,N/A,$440.00 per week,"30 Holgate Road,",LUCAS VIC 3350,4 Beds,2 Baths,2 Parking,538m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$395.00 per week,"306 Doveton Street North,",SOLDIERS HILL VIC 3350,2 Beds,1 Bath,2 Parking,N/A
